tweet_id,customer_message,expected_intent,predicted_intent,expected_action,predicted_action,generated_response,retrieval_similarity,relevance_1_5,helpfulness_1_5,grounding_1_5,action_appropriateness_1_5,overall_1_5,reviewer_notes
960668,"I’m having the exact same issues, even without headphones @AppleSupport https://t.co/3Lmq0WAwci",AUDIO_MEDIA,OTHER,TROUBLESHOOT,ANSWER,We can help. What version of iOS 11 are you currently running? You can find this information in Settings > General > About.,0.9535313527030717,4.0,4.0,5.0,2.0,3.75,"Useful iOS-version question, but predicted ANSWER is not appropriate for the troubleshooting issue."
455067,"@AppleSupport hey could you please check my iPhone 7? The battery drainage is pretty quick in the recent days not sure why.
Thank you.",BATTERY,BATTERY,TROUBLESHOOT,TROUBLESHOOT,You're welcome. We hope you have a good day today. Please feel free to reach out if you need us in the future.,1.0000000000000002,1.0,1.0,2.0,5.0,2.25,Completely misses the battery complaint and only says you're welcome.
784707,"dear @applesupport your #ios11 is making me go through soft reset every 30 minutes. kindly, wtf?",IOS_SOFTWARE,OTHER,TROUBLESHOOT,ANSWER,We’d love to help. We've received your DM; look for our reply there.,1.0,3.0,2.0,4.0,2.0,2.75,DM acknowledgement is related but does not address repeated soft resets.
674679,@AppleSupport I got a notification from my iPhone when the airdrop finished and said this video doesn't support this format,CONNECTIVITY,AUDIO_MEDIA,TROUBLESHOOT,TROUBLESHOOT,Got it. Was the screen recording taken on the iPad or iPhone originally? Let us know in DM and we'll continue there.,1.0000000000000002,3.0,3.0,4.0,5.0,3.75,"Asks about source device, but only partially addresses the AirDrop format problem."
822215,@AppleSupport A lot like my phone is so slow since i updated and the battery dies in less than an hour and the apps stop working every five minutes,BATTERY,BATTERY,TROUBLESHOOT,TROUBLESHOOT,Approximately how long ago did you update to 11.0.3? Please let us know in DM to continue.,1.0,4.0,4.0,5.0,5.0,4.5,Relevant follow-up for an issue beginning after an update.
388934,"@AppleSupport please fix this, my iPhone been doing this all day https://t.co/WhLt2GqjOG",OTHER,OTHER,TROUBLESHOOT,ANSWER,"To make sure we're on the same page, what issue are you experiencing?",0.9409124810969064,2.0,1.0,3.0,2.0,2.0,Asks what the issue is instead of using the available context; action is mismatched.
633868,Well done @115858 @AppleSupport since your update this morning I can’t play any videos... any ideas?,AUDIO_MEDIA,IOS_SOFTWARE,TROUBLESHOOT,TROUBLESHOOT,"We're here for you. Are you having trouble playing videos that are saved to your device, videos over the internet, or something else?",1.0000000000000004,4.0,4.0,5.0,5.0,4.5,Asks a useful clarifying question about the type of video affected.
1020320,"@AppleSupport You didn't.  You won't.  And now, you can't. https://t.co/ugI2JpqMWz",OTHER,OTHER,TROUBLESHOOT,ANSWER,We offer support via Twitter in English. Contact us for help in your preferred language here:,0.2652475731597688,2.0,1.0,3.0,2.0,2.0,Language-support response does not address the actual issue and predicted ANSWER is questionable.
235012,@AppleSupport Icant turn off wifi since I’ve new ios its always on without my permission and i cant turn of new option with three keypads,CONNECTIVITY,CONNECTIVITY,TROUBLESHOOT,TROUBLESHOOT,Thanks! Check out this article for how to use Wi-Fi & Bluetooth in iOS 11 in Control Center & Settings.,1.0,5.0,5.0,5.0,5.0,5.0,Directly explains Wi-Fi behavior in iOS 11 and points to relevant guidance.
293824,"@AppleSupport As I charge it, the battery goes down!",OTHER,BATTERY,ESCALATE,TROUBLESHOOT,We’d like to help. Let’s meet up in DM to investigate.,1.0000000000000002,4.0,4.0,4.0,1.0,3.25,"DM investigation is sensible, but expected escalation was not selected."
1027573,hi @115858 @AppleSupport i'm gonna tweet you guys every single time my phone crashes from now on!!! look forward to hearing from me often! https://t.co/9U6m2qZiBi,IOS_SOFTWARE,OTHER,TROUBLESHOOT,ANSWER,"Hey, we can certainly look into what's going on. DM us the iOS version and we'll go from there.",0.978567925478522,4.0,4.0,5.0,2.0,3.75,"Useful request for iOS version, but predicted ANSWER is weak for a crash troubleshooting case."
188488,@AppleSupport Just Netflix and none of my streaming apps will stream. Netflix already updated still won’t open or cast.,AUDIO_MEDIA,APPS,TROUBLESHOOT,TROUBLESHOOT,Do you notice this happening while using both Wi-Fi and cellular data?,1.0,4.0,4.0,5.0,5.0,4.5,Good first diagnostic question for streaming-app connectivity.
81811,@116333  @AppleSupport i have bought 5s in march and my earphone is nt wrkng .service centre denying to replace .help pls rgds gurnam 9971269316,AUDIO_MEDIA,OTHER,TROUBLESHOOT,ANSWER,Please send us a DM. We'd like to get some additional information on what you're encountering.,1.0,4.0,3.0,4.0,2.0,3.25,"DM is a reasonable next step, but action is predicted as ANSWER despite a service/hardware issue."
754187,@AppleSupport iPhone 6S i’m signed into the AppStore aswell,APPS,OTHER,TROUBLESHOOT,ANSWER,Thanks. Are you able to access the iTunes Store without issue?,1.0,3.0,2.0,4.0,2.0,2.75,"Asks about iTunes Store access, but does not directly address the App Store sign-in issue."
309271,@AppleSupport @115858 my Iphone 7 has become very slow since the last update. It reminds me now of a old dial up computer. What has this update done 😫😫,IOS_SOFTWARE,IOS_SOFTWARE,TROUBLESHOOT,TROUBLESHOOT,We would like to look into this together. Can you please send us a DM so we can gather more details?,1.0000000000000009,5.0,4.0,5.0,5.0,4.75,Correctly recognizes post-update performance issue and requests useful details.
817007,Dear @AppleSupport next time fix the bugs first.  This is frustrating me!,IOS_SOFTWARE,OTHER,TROUBLESHOOT,ANSWER,Maybe we can help. Send us a DM and let us know what's going on. We're here for you.,1.0000000000000004,3.0,2.0,4.0,2.0,2.75,Generic DM request; does not address the stated software-bug frustration.
505073,@AppleSupport We use Family Sharing. We use one Apple ID for all our iTunes purchases but each family member has an iCloud email address.,OTHER,APPLE_ID_ACCOUNT,ESCALATE,ANSWER,Good question. iTunes Match songs can't be shared with Family Sharing. Look here for what you can share:,1.0000000000000002,2.0,1.0,3.0,1.0,1.75,Response is about iTunes Match and does not answer the Family Sharing/Apple ID question.
1053682,#hamradio I'm amused. kc4aaa is having trouble updating his iPad from the south pole. Fix it for him @AppleSupport ? ;),OTHER,OTHER,TROUBLESHOOT,ANSWER,"We're here to help. If you or someone you know needs help updating, take a look at this:",1.0,4.0,3.0,4.0,2.0,3.25,"Provides an update-help direction, but expected troubleshooting action was not selected."
4897,@AppleSupport AFTER I️ updated my phone.,IOS_SOFTWARE,IOS_SOFTWARE,TROUBLESHOOT,TROUBLESHOOT,Does that continue after restarting your iPhone? Do you have any other iOS devices or a Mac computer? Let us know in DM.,1.0,4.0,4.0,5.0,5.0,4.5,Appropriate follow-up questions for an unspecified post-update problem.
146715,"@AppleSupport As of yet no, as I only updated a few hrs ago. But I did test on the old version (set alarm 5min ahead) and the alarm worked. Overnight, phone on, alarm set and 3/5 mornings I didn’t go off which caused me to be newly late for work.",IOS_SOFTWARE,AUDIO_MEDIA,TROUBLESHOOT,TROUBLESHOOT,"Okay, since the issue hasn't come up since updating, let's test things out moving forward. If issues come back, let us know and we'll go from there.",1.0000000000000004,4.0,4.0,5.0,5.0,4.5,Reasonable response given that the alarm issue had not recurred after the update.
874804,@AppleSupport Dmphr7xbdnqt is the serial number of model mc744ll/a,OTHER,OTHER,TROUBLESHOOT,ANSWER,Thanks. The latest iOS version available for the iPad 3rd gen is iOS 9.3.5. DM us if you have more questions.,1.0000000000000002,5.0,5.0,5.0,5.0,5.0,Directly provides a relevant iOS-version detail and invites further questions.
484470,@AppleSupport Why does my iPhone's Bluetooth turn itself on every day at 5 AM Eastern Time (my time zone)?,CONNECTIVITY,CONNECTIVITY,TROUBLESHOOT,TROUBLESHOOT,We are here to help. Are you turning Bluetooth off from the Control Center or the Settings menu?,1.0000000000000002,5.0,5.0,5.0,5.0,5.0,Directly addresses Bluetooth behavior and asks the right settings question.
617343,@AppleSupport May I know the status for the same.?,OTHER,OTHER,ANSWER,ANSWER,We can definitely understand your concern. DM us and we'll take it from there.,1.0,4.0,3.0,4.0,5.0,4.0,Appropriate status follow-up and DM continuation.
909807,"@AppleSupport since updating to iOS 11, every time I tap near my home button on my i7+ I hear a clicking kinda noise... is this normal?!",HARDWARE_CHARGING,HARDWARE_CHARGING,TROUBLESHOOT,TROUBLESHOOT,We'd be happy to look into this with you. Are you experiencing any issues with the Touch ID functionality?,1.0000000000000002,4.0,4.0,5.0,5.0,4.5,Relevant hardware/Touch ID diagnostic for clicking near the home button.
1143586,@AppleSupport Thank you! I have macOS Sierra,IOS_SOFTWARE,IOS_SOFTWARE,TROUBLESHOOT,TROUBLESHOOT,Thanks for providing that for us. We'd like to continue working together in DM here:,1.0000000000000002,4.0,3.0,5.0,5.0,4.25,Acknowledges macOS information and continues support in DM.
1003806,@AppleSupport I had to reset and resort the back up now it's fine but why there are so many issues with iOS 11,ICLOUD_BACKUP,ICLOUD_BACKUP,TROUBLESHOOT,TROUBLESHOOT,"We're glad that your device is working as expected now! If we can help with anything else, please reach out to us.",1.0,5.0,4.0,5.0,5.0,4.75,Appropriate after-the-fact acknowledgement and follow-up offer.
559012,@AppleSupport why my notifications don't fit the dialogue globe? Since iOS update https://t.co/18YunJnQc4,IOS_SOFTWARE,IOS_SOFTWARE,TROUBLESHOOT,TROUBLESHOOT,"We'd love to lend a hand! Which device are you using, what iOS version is on it, and when did this issue begin?",0.9472779053383508,5.0,5.0,5.0,5.0,5.0,Strong clarifying questions tied directly to the notification/iOS-update issue.
945535,@AppleSupport last iOS upgrade just made my iPhone slower and it heats to much. Seems it has to work more and the battery runs out faster,BATTERY,BATTERY,TROUBLESHOOT,TROUBLESHOOT,Sorry to hear you're having issues! Which specific iOS version are you running?,1.0,5.0,4.0,5.0,5.0,4.75,Directly requests the iOS version for a post-upgrade performance/battery issue.
891096,@AppleSupport hey I am facing this problem on my iPad. Please help. https://t.co/yP5QuBnHu0,OTHER,OTHER,TROUBLESHOOT,ANSWER,We’ve received your DM and will continue there shortly. Thank you for your patience.,0.946844568520308,3.0,2.0,4.0,2.0,2.75,DM continuation is plausible but does not address the actual iPad problem.
247564,@AppleSupport Just on the home screen for now,HARDWARE_CHARGING,HARDWARE_CHARGING,TROUBLESHOOT,TROUBLESHOOT,Does it change when going into a differnt app? Go ahead and send us a DM and we'll look into this further with you.,1.0,4.0,4.0,5.0,5.0,4.5,Useful diagnostic question and appropriate DM follow-up.
229217,@AppleSupport I never had this issue on iOS 10,IOS_SOFTWARE,IOS_SOFTWARE,TROUBLESHOOT,TROUBLESHOOT,"While this behavior is unexpected, restarting your device resolves your issue. Is that correct?",1.0000000000000002,4.0,4.0,5.0,5.0,4.5,Provides a plausible troubleshooting step and checks whether it resolved the issue.
110862,@AppleSupport Yea I believe so it’s a bit off,OTHER,OTHER,TROUBLESHOOT,ANSWER,Could you tell us which Apple Watch you're using and the version of watchOS that is installed?,1.0000000000000002,4.0,3.0,4.0,2.0,3.25,"Requests useful Apple Watch details, but predicted ANSWER is not ideal for troubleshooting."
337030,"Is there a way to attach imgs as attachments in mac mail?

@AppleSupport",OTHER,OTHER,ANSWER,ANSWER,You can find the instructions for adding attachment to email here:,1.0,5.0,5.0,5.0,5.0,5.0,Directly answers the question with instructions for adding attachments.
326450,"@193774 @AppleSupport Hola yo actualice igual y es una ruina, tengo un iPhone 6 y no dura nada con iOS 11 y con la beta 11.1",IOS_SOFTWARE,IOS_SOFTWARE,TROUBLESHOOT,TROUBLESHOOT,We offer support via Twitter in English. Get help in Spanish here: or join,1.0,3.0,2.0,4.0,5.0,3.5,"Language-support redirect is relevant, but it does not address the battery/iOS complaint itself."
