tweet_id,customer_message,intent,expected_action,generated_response,best_retrieval_similarity
229217,@AppleSupport I never had this issue on iOS 10,IOS_SOFTWARE,TROUBLESHOOT,"While this behavior is unexpected, restarting your device resolves your issue. Is that correct?",1.0000000000000002
151440,@115858 @AppleSupport  #iphone #iphonepasscode what the heck is up with new alphanumeric passcode for iphones?? Completely ridiculous when hands dirty or wet and touch wont work! Seriously was this necessary? Do you muck with everything coz there is nothing else to do!!,OTHER,TROUBLESHOOT,We're here to assist. Please take a look at the following article for help with your passcode:,0.9999999999999998
365281,@AppleSupport I’ll give it a try and let you know,OTHER,TROUBLESHOOT,That sounds good! Let us know how it goes.,1.0
31899,"After the last update, I cannot hear my phone calls. What is happening? @115858 @AppleSupport",IOS_SOFTWARE,TROUBLESHOOT,Send us a DM and let us know what version of iOS you're currently running. We'll go from there.,1.0000000000000002
519204,"iPad mini 4 running iOS 11.2 Beta 5,trying to upgrade to Beta 6, but device is saying “ this update cannot be installed because it requires at least 2.64 GB of available storage during installation.” I currently have 2.85 GB available so not sure what’s going on... @AppleSupport",IOS_SOFTWARE,TROUBLESHOOT,We'd like to help out. Has the iPad been powered off and back on?,1.0000000000000002
552059,@AppleSupport My dad’s phone &amp; ipad crashes &amp; we can’t even get through the password. We can’t go in it glitches and doesn’t work!,APPLE_ID_ACCOUNT,TROUBLESHOOT,We see your DM message and we will be responding there shortly.,0.9417831911919821
915214,Has anyone else found the new apple update terrible? My phone keeps freezing arrrrrh!!!! @AppleSupport,IOS_SOFTWARE,TROUBLESHOOT,"Let's get that taken care of together. Is this behavior happening with all apps, or is it isolated to certain specific apps?",1.0
1025605,@AppleSupport @362688 Send them a DM so they will never reply!!,OTHER,TROUBLESHOOT,We got your DM and will respond to you shorty.,1.0
449447,@AppleSupport I've tried sending messages and they seem to send. But for some reason the thread on the watch doesn't update. Should I still contact my carrier?,IOS_SOFTWARE,TROUBLESHOOT,"Does the other person receive the message? Also, does your watch receive the return messages?",1.0000000000000004
559012,@AppleSupport why my notifications don't fit the dialogue globe? Since iOS update https://t.co/18YunJnQc4,IOS_SOFTWARE,TROUBLESHOOT,"We'd love to lend a hand! Which device are you using, what iOS version is on it, and when did this issue begin?",0.9472779053383507
821236,"@AppleSupport I know you value your customers..think about my well-being, I can cut my fingers scrolling on this cracked screen  and die with an infection",HARDWARE_CHARGING,TROUBLESHOOT,Let's figure out what's going on. Does this happen immediately at start up? Reply in DM so we can gather some more information.,1.0000000000000002
340934,@AppleSupport I’m getting really tired of looking at this mess when I try to manage iCloud apps w/iOS 11.0.2 &amp; 8 Plus. 😾😾 https://t.co/jJKsAgaju8,ICLOUD_BACKUP,TROUBLESHOOT,"We’d like to look into this with you. To start, please send us a DM.",0.9280404213492068
387508,@AppleSupport It’s still not working as it was prior to the update,IOS_SOFTWARE,TROUBLESHOOT,"Thanks. So we can look at all of your support options, could you provide your current location in DM?",1.0
340936,@AppleSupport Thanks. Very frustrating 😾,OTHER,ANSWER,"No problem, we're happy to help.",0.6185037418746465
864426,@AppleSupport iPod 5th generation with ios 9.3.5.,IOS_SOFTWARE,TROUBLESHOOT,"Next, let us know if these steps help close the app:",1.0
981237,"Where my WhatsApp notifications at, @115858? 🙇🏻‍♀️#iOS11  
@AppleSupport",APPS,TROUBLESHOOT,Let's figure this out together. Have you tried turning your phone off and back on again?,1.0000000000000002
851729,"@AppleSupport Thanks for your help, my tired brain finally figured it out and got it restore.",OTHER,ANSWER,We're glad to hear that. You know how to reach us if you ever need anything else. Or send us a DM.,1.0
768175,@AppleSupport I did that ..I recommend you fixing the update,IOS_SOFTWARE,TROUBLESHOOT,Thanks for checking out that article. Let's look into this a bit closer by joining us in DM. Use this link to get started:,1.0000000000000002
1001114,"@AppleSupport after updating to iOS 11.0.3, my iPhone 7 will randomly freeze on any app/screen. The buttons won’t even work",HARDWARE_CHARGING,TROUBLESHOOT,"We'd love to answer that question. Are you controlling Wi-Fi through the Control Center, but seeing it on in Settings still?",1.0000000000000002
86997,"@AppleSupport iOS 11.1.2 on iPad Pro. I’m using different apps. I think one was Procreate, another was Final Fantasy Record Keeper (I think), can’t remember the other one. It happens from time to time but today it happened thrice in such a short period of time.",IOS_SOFTWARE,TROUBLESHOOT,"Got it. This may be expected behavior. If you put your finger at the bottom of the screen and swipe up, does the dock come back?",1.0
265016,My ipod has just frozen on me while playing music (everything else works/loads fine. I can't reboot manually. Any help @AppleSupport?,AUDIO_MEDIA,TROUBLESHOOT,We'd like to get you back to your music. Can you complete a force restart? Let us know the results.,1.0000000000000007
796587,@AppleSupport 11.0.3! Even some apps crash 😒,DEVICE_PERFORMANCE,TROUBLESHOOT,Does the device restart or return to the Home screen when this occurs? Does this happen when using a particular app/service?,1.0000000000000002
1128166,@AppleSupport @385958 Hi. Sent a dm regarding my iPhone system storage taking 8gb of my phones memory while on my other phone it is showing just 2gb. Pls check,OTHER,ESCALATE,We received your DM. Be on the lookout for our reply there soon.,0.9999999999999999
869947,@AppleSupport Y’all shit @115858,OTHER,TROUBLESHOOT,We want you to be able to enjoy your iPhone. Let's take a look at this together in DM.,0.36510557275334987
328083,@AppleSupport since updating to ios11.02I cant connect to itunes or the app store please help,APPS,TROUBLESHOOT,We'll be happy to assist. What device are you seeing this on? Have you tried multiple internet connections?,1.0000000000000002
974452,@AppleSupport How do I get to the explorer face on a Series 2?,OTHER,ANSWER,We'd love to help. You can use these steps to change the watch face:,1.0000000000000002
505073,@AppleSupport We use Family Sharing. We use one Apple ID for all our iTunes purchases but each family member has an iCloud email address.,APPLE_ID_ACCOUNT,ESCALATE,Good question. iTunes Match songs can't be shared with Family Sharing. Look here for what you can share:,1.0000000000000002
960668,"I’m having the exact same issues, even without headphones @AppleSupport https://t.co/3Lmq0WAwci",OTHER,TROUBLESHOOT,We can help. What version of iOS 11 are you currently running? You can find this information in Settings > General > About.,0.9535313527030715
268233,@AppleSupport PLEASE HALP! 10.13 supplemental update bricked ext dual monitors on mid-2105 retina mbp. Any fix? Google is not helping 💩,IOS_SOFTWARE,TROUBLESHOOT,We're here for you! Is High Sierra not detecting the external monitors?,1.0000000000000004
354522,@AppleSupport iOS 11.0.3 and all my apps have been updated,IOS_SOFTWARE,TROUBLESHOOT,Thank you! Let's try the steps in this article for the apps giving you trouble: DM us if you need help.,1.0000000000000002
55934,@AppleSupport I’m on the newest version,OTHER,TROUBLESHOOT,Thank you for the update. DM us here to continue:,0.5792630836117106
293824,"@AppleSupport As I charge it, the battery goes down!",BATTERY,ESCALATE,We’d like to help. Let’s meet up in DM to investigate.,1.0000000000000002
887149,Hello @115858 and @AppleSupport I am on my third iPhone 8 and my text messages aren’t sending. Why though?,OTHER,TROUBLESHOOT,"Let's look at that together. Is this affecting SMS, iMessage, or both? Are you on cellular or Wi-Fi, and what is happening?",1.0
1027008,@AppleSupport @363017 apple has no ethics we should sue him for leaving our phones unusable.,OTHER,TROUBLESHOOT,Let's see what's going on. Let us know more about what is happening with your iPhone.,0.21563759007038838
1013180,@115948 @AppleSupport why am I being charged R16 for a R10 track,OTHER,ESCALATE,We have a team dedicated to billing discrepancies. Reach out to our iTunes Store team here:,1.0000000000000002
556192,"@AppleSupport Thanks. The original tones were in my iTunes folder, but seem to have disappeared a few years ago - possibly during an iTunes update. Is there any way I can extract them from my old iPhone?",AUDIO_MEDIA,TROUBLESHOOT,"Ringtones from your older iPhone can't be extracted, but this link might help you to create new ones:",1.0
235012,@AppleSupport Icant turn off wifi since I’ve new ios its always on without my permission and i cant turn of new option with three keypads,CONNECTIVITY,TROUBLESHOOT,Thanks! Check out this article for how to use Wi-Fi & Bluetooth in iOS 11 in Control Center & Settings.,1.0
709501,"@AppleSupport After installing #iOS11, my phone has been VERY slow and it freezes too often. I have the latest version, and enough storage.",DEVICE_PERFORMANCE,TROUBLESHOOT,Thank you. Send us a DM and let's look into this together.,1.0
188488,@AppleSupport Just Netflix and none of my streaming apps will stream. Netflix already updated still won’t open or cast.,APPS,TROUBLESHOOT,Do you notice this happening while using both Wi-Fi and cellular data?,1.0
674679,@AppleSupport I got a notification from my iPhone when the airdrop finished and said this video doesn't support this format,AUDIO_MEDIA,TROUBLESHOOT,Got it. Was the screen recording taken on the iPad or iPhone originally? Let us know in DM and we'll continue there.,1.0000000000000002
1134096,"@AppleSupport | Nothing in my car play is loading. Is there something going on? I can’t even get my maps to load, worked earlier today",AUDIO_MEDIA,TROUBLESHOOT,We're glad to assist. What iPhone and what iOS version is it running? Are you having issues connecting to other Bluetooth devices?,1.0000000000000002
856166,@AppleSupport And that its best if i fill a police report,OTHER,TROUBLESHOOT,"Let's help get this resolved. To get started, does this happen completely at random or when using specific applications?",0.23511027017438335
812219,"@AppleSupport 11.0.2 is killing my battery. I’m limiting use as much as possible, but the battery just doesn’t last. Please advise.",BATTERY,TROUBLESHOOT,We’ve got just what you need. Let’s start by following these steps:,1.0
849918,@AppleSupport how do I turn this location service off ? It’s alrwady off :( help. https://t.co/nDrWF5qRHl,OTHER,ANSWER,Thanks for reaching out to us for support. We would love to help you. Can you please tell us which feature you want to turn off?,0.941273038892226
557773,Hey @AppleSupport the Podcasts app has a problem. All audios are accelerated .,AUDIO_MEDIA,TROUBLESHOOT,"Help is here! Take a look on the bottom left corner when viewing your podcast details. If it shows something other than '1x', tap on it until it returns to '1x'. This explains more, under 'Customize playback settings':",1.0000000000000002
759298,@301434 @AppleSupport Once guy on Apple support didn’t know what HomeKit is. No - they didn’t help and some functions just don’t work for me.,OTHER,TROUBLESHOOT,"If those keys aren't working, we can take a look at the settings that govern them:",0.2171796609955385
1053682,#hamradio I'm amused. kc4aaa is having trouble updating his iPad from the south pole. Fix it for him @AppleSupport ? ;),OTHER,TROUBLESHOOT,"We're here to help. If you or someone you know needs help updating, take a look at this:",1.0
909807,"@AppleSupport since updating to iOS 11, every time I tap near my home button on my i7+ I hear a clicking kinda noise... is this normal?!",HARDWARE_CHARGING,TROUBLESHOOT,We'd be happy to look into this with you. Are you experiencing any issues with the Touch ID functionality?,1.0000000000000002
432382,@AppleSupport @217835 it is the worest update I have iphone 6S and 6S plus just updated them few days ago ... my next phone is not iphone,IOS_SOFTWARE,TROUBLESHOOT,We'd like to take a closer. Send us a DM and we can start from there.,1.0000000000000002
336634,@AppleSupport My Apple Watch did not survive a HIIT workout 😢,OTHER,TROUBLESHOOT,"We'd like to help! Send us a DM with more info, and we'll get started.",1.0
1143586,@AppleSupport Thank you! I have macOS Sierra,IOS_SOFTWARE,TROUBLESHOOT,Thanks for providing that for us. We'd like to continue working together in DM here:,1.0000000000000002
148102,Nah ... it's OK! I *used* love @115858 having nearly every product ..but my new laptop has died and is only 3 months old. Can't get to an @AppleSupport store until Thursday as there are no appointments before then. This is the third laptop to break in 3 years. #notwhattheyusedtobe https://t.co/JtM6pIKByl,OTHER,TROUBLESHOOT,We want your Mac working for and would be happy to look into other possible options for you. DM us so we can gather some details from you and we'll work with you there.,0.9892819442987276
808491,"@AppleSupport 
Do you have a desktop application for Windows10 which manages calender on iCloud?
I don't like Web app.",ICLOUD_BACKUP,TROUBLESHOOT,"At this time, managing iCloud Calendar from a Windows computer can only be done using a web browser.",1.0000000000000002
784707,"dear @applesupport your #ios11 is making me go through soft reset every 30 minutes. kindly, wtf?",OTHER,TROUBLESHOOT,We’d love to help. We've received your DM; look for our reply there.,0.9999999999999999
537634,"@AppleSupport Dear @AppleSupport @116333 we’ve spoken in the past about my faulty iPhone 8 Plus and let me assure u that ur help was ZERO.
Nonetheless, I have initiated legal action against Apple in the consumer court to save my rights. Rest assured, I am capable of helping myself from Apple",OTHER,ANSWER,"Thank you for your time and patience. Again, we're happy to do anything we can to help. DM us and we can go from there.",0.9999999999999998
1027573,hi @115858 @AppleSupport i'm gonna tweet you guys every single time my phone crashes from now on!!! look forward to hearing from me often! https://t.co/9U6m2qZiBi,OTHER,TROUBLESHOOT,"Hey, we can certainly look into what's going on. DM us the iOS version and we'll go from there.",0.978567925478522
557925,Hey @AppleSupport I just updated to iOS 11.2 and Do not have the Apple Pay Cash extension in my messages.,IOS_SOFTWARE,TROUBLESHOOT,"Thanks for reaching out, we'd like to assist. Let's meet in DM and proceed from there.",1.0000000000000002
326450,"@193774 @AppleSupport Hola yo actualice igual y es una ruina, tengo un iPhone 6 y no dura nada con iOS 11 y con la beta 11.1",IOS_SOFTWARE,TROUBLESHOOT,We offer support via Twitter in English. Get help in Spanish here: or join,1.0
1094139,@AppleSupport @378233 Hi apple I’m having the same problem and followed the same steps as Shannon can you help me out too,OTHER,TROUBLESHOOT,Yes we would love to help out. Please send us a DM with your iPhone type and iOS version and we'll take it from there.,1.0
646863,My iPhone battery dropped 12% in 1 minute. Is this a joke? @AppleSupport get it together,BATTERY,TROUBLESHOOT,We certainly don’t like to hear about that type of experience. Please send us a DM so we can help.,1.0
817070,@AppleSupport That’s what I figured. Thank you for your reply,OTHER,ANSWER,You're welcome! Send us a DM and we'll help out from there.,0.5893179257853272
329169,@AppleSupport No I’m not using a case and I’ve tried that. The only way to get it working again is to turn the phone off and on again.,OTHER,TROUBLESHOOT,Okay. Go ahead and meet us in DM and let us know what type of phone you have and we can continue to help.,1.0000000000000002
306091,"@AppleSupport @189080 Safari won’t open on my MacBook!! Like you can’t even click it, when you do it doesn’t do anything",APPS,TROUBLESHOOT,"No problem, let's look into that. Shoot us a DM with any specifics and we'll take it from there.",1.0000000000000002
506576,"Every couple of minutes, my phone does a mini reset on its own, any idea @AppleSupport ? Screen grab of reset screen below. https://t.co/30KQpWBLt6",HARDWARE_CHARGING,TROUBLESHOOT,We know the importance of getting that fixed quickly! You'll want to get your device updated to correct that issue. Here's the steps:,0.9712286919226256
1020320,"@AppleSupport You didn't.  You won't.  And now, you can't. https://t.co/ugI2JpqMWz",OTHER,TROUBLESHOOT,We offer support via Twitter in English. Contact us for help in your preferred language here:,0.2652475731597688
151526,@AppleSupport Nope.  Not even slightly moving ??  Thing is I don’t know when it happens so can’t show anybody in Apple shop,OTHER,TROUBLESHOOT,"When this happens, does the on-screen volume display appear to have been turned down?",1.0000000000000002
1122791,@AppleSupport Thank you https://t.co/Ojpsyp1Fff,OTHER,ANSWER,You're welcome. Feel free to reach out if you have a question in the future. We'll be here for you. Enjoy your day!,0.7180836985636366
148191,"@AppleSupport Am finding it impossible to cancel my subscription, it is stuck in a loop, can you PM me please? Thanks",OTHER,ESCALATE,We're happy to point you in the right direction for assistance with your Subscription. Our iTunes Support team would be the best option to help with this. You can reach out to them directly at,1.0000000000000002
709520,"@AppleSupport Here you go... 
I’m not sure you’ll be able to tell from this video.. I’ve tried to 3D-Touch slowly so that you can see it transitioning ! https://t.co/3abonlYsHC",AUDIO_MEDIA,TROUBLESHOOT,Meet us in DM at the link below so we can continue assisting.,0.9804311145916188
415767,@AppleSupport @115858 fix iOS 11 so it’s compatible with CarPlay. Was working 100% before update now it’s useless,IOS_SOFTWARE,TROUBLESHOOT,We're here to help. Which iPhone and vehicle are you trying to use CarPlay with? What is not working?,1.0
937424,@AppleSupport 47 gb out of 128,OTHER,TROUBLESHOOT,"Great. Next, have you tried restarting your iPhone following these steps: DM us the results.",1.0000000000000002
1086849,@376369 @AppleSupport its active now. Try,OTHER,TROUBLESHOOT,"Thanks for sending that information. Go ahead and update to the latest version of software, iOS 11.2. Let us know if this fixes the issue.",1.0000000000000004
243245,@115948 @AppleSupport I can’t play any songs on my phone because every song says this? I have to re-add them to play them https://t.co/c9e6CkBCMi,AUDIO_MEDIA,TROUBLESHOOT,Let's get to the bottom of this with you. Is this happening both on cellular and wireless?,0.9765607838666146
1083349,@AppleSupport unable to do anything on my phone... apps wont work with or without wifi cant update ios cant make calls,CONNECTIVITY,TROUBLESHOOT,"We're here to help. To get started, what version of iOS are you currently using? What happens when you attempt to update?",1.0000000000000002
481745,@115858 @AppleSupport you can’t be too happy your loyal customers like me are having to pay out the rest of my contract with a phone that barely works.,OTHER,ESCALATE,What issues are you having with your phone? We want to help.,0.9999999999999999
146715,"@AppleSupport As of yet no, as I only updated a few hrs ago. But I did test on the old version (set alarm 5min ahead) and the alarm worked. Overnight, phone on, alarm set and 3/5 mornings I didn’t go off which caused me to be newly late for work.",AUDIO_MEDIA,TROUBLESHOOT,"Okay, since the issue hasn't come up since updating, let's test things out moving forward. If issues come back, let us know and we'll go from there.",1.0000000000000004
962213,"My phone went from 100% to 86% while I opened my phone, went to twitter and wrote this tweet @AppleSupport",APPS,TROUBLESHOOT,"Having a lasting battery is important, and we can help. To start, let us know the iOS version it’s on, and we’ll go from there.",1.0000000000000002
382488,@AppleSupport why is it every time I update my phone it stops working properly?,IOS_SOFTWARE,TROUBLESHOOT,We'd like to help. Can you tell us a bit more about what's happening?,1.0
954153,@AppleSupport desde q instale  el #iOS11 la batería se consume mucho+ rápido!Alguien q haya solucionado el problema? #iPhone6s #ios #iphone,IOS_SOFTWARE,TROUBLESHOOT,We offer support via Twitter in English. Get help in Spanish here: or join,1.0
219055,Pretty sure I broke my app store lol i’m pretty upset i can’t download or update apps #iOS11 @AppleSupport https://t.co/v8dzN5aKau,APPS,TROUBLESHOOT,We want to be sure you can install updates. Please try loading the App Store with another network to see how things load up.,0.9608252210004159
1134154,@AppleSupport I applied for Apple Music Connect over a month ago with no response yet. Can I get an update?,AUDIO_MEDIA,TROUBLESHOOT,Send us a DM with the country that you are located in to continue.,1.0000000000000002
1143567,"@389159 @AppleSupport It's killing me, my podcasts don't work properly either...",AUDIO_MEDIA,TROUBLESHOOT,"Let's go ahead and meet in DM, and we can continue there.",1.0
340554,@AppleSupport  https://t.co/SaC3aQxkPq,OTHER,TROUBLESHOOT,We offer support via Twitter in English. Contact us for help in your preferred language here:,0.7606838442389714
814924,@AppleSupport I will have her update to latest iOS software and advise afterwards.,IOS_SOFTWARE,TROUBLESHOOT,Good idea. Keep us posted on this issue.,1.0000000000000002
944948,@AppleSupport The problem is the money up front! I know I haven’t miss treated you product and it has failed spectacularly! Explain how this can happen?? https://t.co/XEzTrilJdA,OTHER,ESCALATE,We'd like to look into this with you. Please DM us the type of Apple Watch you have.,0.9714289753266364
993360,@AppleSupport @355319 They lyin,OTHER,TROUBLESHOOT,"Got it, thanks. To help isolate the issue, can you tell us if the iPhone is connected to a Wi-Fi network or cellular data?",0.3983517805241742
798868,"@AppleSupport Oh i know but when i select to turn it off, it turns off but if you go into the actual setting it still shows that its still only",OTHER,TROUBLESHOOT,We can get you some more information on that. Send us a DM and we'll go from there.,0.3304369372120265
627973,@AppleSupport não to conseguindo comprar uma tela nova pro meu iPhone,OTHER,TROUBLESHOOT,"Since our Twitter support is available in English, get help at or join",1.0000000000000002
622642,"@AppleSupport I tried recovery mode twice to update but it just stops and goes back to the Apple logo again. I was last using snapchat, went to the home screen then it froze",HARDWARE_CHARGING,TROUBLESHOOT,"When attempting to use recovery mode, what kind of computer are you using? Which macOS or OS is on it, and which version of iTunes is installed? Let us know via DM and we can go from there.",1.0
199443,why does my music do this @AppleSupport https://t.co/NSwFA71x5c,AUDIO_MEDIA,TROUBLESHOOT,We’d like to look into this further. Can you confirm your iOS version? Check under Settings > General > About,0.8749969973583697
560392,"Still convinced new updates are killing my previously great iPhone battery... @AppleSupport Drains super fast &amp; charged from 66% to 84% in 1.5hrs...on low battery mode, no apps running. https://t.co/VoZU6Z7chR",BATTERY,ESCALATE,Thanks for reaching out. DM which iPhone and specific IOS version you are using currently so we can help.,0.9819794955964901
325895,@AppleSupport hey when I record a video the sound can’t playback. but it works fine when I use Siri. https://t.co/xmFWpTmUur,AUDIO_MEDIA,TROUBLESHOOT,"We're happy to help! If you record a quick memo using the Voice Memo app, can you hear your voice in the recording?",0.9670822091555522
495150,@AppleSupport .Sometimes statusbar items get disappear https://t.co/aCuN7HI8C4,OTHER,TROUBLESHOOT,"You need to see your status bar, so let’s figure out what is happening there. When did this start? Which iOS version are you running? You can check under Settings > General > About.",0.8903282279267597
891096,@AppleSupport hey I am facing this problem on my iPad. Please help. https://t.co/yP5QuBnHu0,OTHER,TROUBLESHOOT,We’ve received your DM and will continue there shortly. Thank you for your patience.,0.9468445685203081
324532,$3000 iMac can't handle 64 audio tracks on Logic X is super disappointing. It's 2017 @115858 @AppleSupport,AUDIO_MEDIA,TROUBLESHOOT,"Hi there, our experts in Logic Pro X will be happy to review this for you. You can contact them here:",0.9999999999999998
822215,@AppleSupport A lot like my phone is so slow since i updated and the battery dies in less than an hour and the apps stop working every five minutes,BATTERY,TROUBLESHOOT,Approximately how long ago did you update to 11.0.3? Please let us know in DM to continue.,0.9999999999999999
81811,@116333  @AppleSupport i have bought 5s in march and my earphone is nt wrkng .service centre denying to replace .help pls rgds gurnam 9971269316,OTHER,TROUBLESHOOT,Please send us a DM. We'd like to get some additional information on what you're encountering.,1.0
265046,"@AppleSupport ever since I’ve updated to the new iOS my WiFi has been shit on my iPhone &amp; iPad, but everything else I have connected is fine. When I FaceTime people it just says reconnecting or disconnects...",CONNECTIVITY,TROUBLESHOOT,We’d like to help get you back to enjoying your devices. Does this happen with every Wi-Fi network you connect with?,0.9849314455969167
1153873,@AppleSupport my phone is so slow so the new iOS update? Only on text messages though? Why is this?,IOS_SOFTWARE,TROUBLESHOOT,We understand how important your Messages app is. Does this happen when you compose a new text message? Have you tried restarting?,1.0
959397,@AppleSupport iOS 11.0.2 still not completely disconnecting on WiFi. Is this intentional? Friend has same iOS and iPhone 8 plus,CONNECTIVITY,TROUBLESHOOT,"Are you disconnecting through Control Center? If so, this won't disable Wi-Fi completely:",1.0000000000000002
1146109,Wtf. My new 4K Apple TV came with a USB cable instead of HDMI? Is this a packaging mistake @AppleSupport ?,OTHER,TROUBLESHOOT,We can help. Check this out:,1.0000000000000002
1095156,@AppleSupport And that link only had details on backing up not restoring content that iTunes deleted.,ICLOUD_BACKUP,TROUBLESHOOT,This article explains how to back up your device:,0.23329223333690063
