tweet_id,query,best_match,similarity
146715,"@AppleSupport As of yet no, as I only updated a few hrs ago. But I did test on the old version (set alarm 5min ahead) and the alarm worked. Overnight, phone on, alarm set and 3/5 mornings I didn’t go off which caused me to be newly late for work.","My alarm didn’t go off and now ima be late to work, worst update ever. @AppleSupport",0.20512358810082895
962213,"My phone went from 100% to 86% while I opened my phone, went to twitter and wrote this tweet @AppleSupport",my phone went from 62% to 13% 🙄 @AppleSupport,0.4182053305361629
382488,@AppleSupport why is it every time I update my phone it stops working properly?,@AppleSupport since #iOS11 update my clock isn’t working properly.,0.26173561938058043
954153,@AppleSupport desde q instale  el #iOS11 la batería se consume mucho+ rápido!Alguien q haya solucionado el problema? #iPhone6s #ios #iphone,@AppleSupport desde q instale el #iOS11 la batería se consume mucho+ rápido!Alguien q haya solucionado el problema? #iPhone6s #ios #iphone,1.0000000000000002
219055,Pretty sure I broke my app store lol i’m pretty upset i can’t download or update apps #iOS11 @AppleSupport https://t.co/v8dzN5aKau,Pretty sure I broke my app store lol i’m pretty upset i can’t download or update apps #iOS11 @AppleSupport,0.9608255112403694
1134154,@AppleSupport I applied for Apple Music Connect over a month ago with no response yet. Can I get an update?,@AppleSupport iOS 11.1.2...I’m guessing about a month ago.,0.22384298625839633
1143567,"@389159 @AppleSupport It's killing me, my podcasts don't work properly either...",@AppleSupport it don’t work!!!,0.2879123654047272
340554,@AppleSupport  https://t.co/SaC3aQxkPq,"Co zrobić żeby tutaj zaczęło się coś pojawiać? Mam zegarek, ale on mierzy tylko tętno #applewatch #zdrowie @20024 @AppleSupport @327776",0.7606861079636091
814924,@AppleSupport I will have her update to latest iOS software and advise afterwards.,@AppleSupport I will. Have not😉,0.38168528583598527
944948,@AppleSupport The problem is the money up front! I know I haven’t miss treated you product and it has failed spectacularly! Explain how this can happen?? https://t.co/XEzTrilJdA,@AppleSupport The problem is the money up front! I know I haven’t miss treated you product and it has failed spectacularly! Explain how this can happen??,0.9714753588333733
993360,@AppleSupport @355319 They lyin,"@AppleSupport They show, but they’re really low-res, as if they’re not loading properly. They are loading okay on my iPad, though.",0.39840151626686826
798868,"@AppleSupport Oh i know but when i select to turn it off, it turns off but if you go into the actual setting it still shows that its still only",@AppleSupport Mine doesn’t work I turn it off on control center but when I go into the setting it’s not off ...,0.33048674488104324
627973,@AppleSupport não to conseguindo comprar uma tela nova pro meu iPhone,Meu cartão é bandeira Elo e a @AppleSupport não aceita.,0.47885361027687856
622642,"@AppleSupport I tried recovery mode twice to update but it just stops and goes back to the Apple logo again. I was last using snapchat, went to the home screen then it froze",@AppleSupport The Apple logo,0.2649512264769528
199443,why does my music do this @AppleSupport https://t.co/NSwFA71x5c,why does my music do this @AppleSupport,0.8750466616507622
560392,"Still convinced new updates are killing my previously great iPhone battery... @AppleSupport Drains super fast &amp; charged from 66% to 84% in 1.5hrs...on low battery mode, no apps running. https://t.co/VoZU6Z7chR","Still convinced new updates are killing my previously great iPhone battery... @AppleSupport Drains super fast & charged from 66% to 84% in 1.5hrs...on low battery mode, no apps running.",0.9820042311309682
325895,@AppleSupport hey when I record a video the sound can’t playback. but it works fine when I use Siri. https://t.co/xmFWpTmUur,@AppleSupport hey when I record a video the sound can’t playback. but it works fine when I use Siri.,0.967093795387528
495150,@AppleSupport .Sometimes statusbar items get disappear https://t.co/aCuN7HI8C4,@AppleSupport .Sometimes statusbar items get disappear,0.8903224801471186
891096,@AppleSupport hey I am facing this problem on my iPad. Please help. https://t.co/yP5QuBnHu0,@AppleSupport hey I am facing this problem on my iPad. Please help.,0.9468650800213412
324532,$3000 iMac can't handle 64 audio tracks on Logic X is super disappointing. It's 2017 @115858 @AppleSupport,@AppleSupport ios 11 is super crashy super buggy super power consuming fix all that plz,0.17845737299272293
822215,@AppleSupport A lot like my phone is so slow since i updated and the battery dies in less than an hour and the apps stop working every five minutes,Why does my phone keep restarting like every five minutes @AppleSupport,0.2535209428420643
81811,@116333  @AppleSupport i have bought 5s in march and my earphone is nt wrkng .service centre denying to replace .help pls rgds gurnam 9971269316,@116333 @AppleSupport i have bought 5s in march and my earphone is nt wrkng .service centre denying to replace .help pls rgds gurnam 9971269316,1.0
265046,"@AppleSupport ever since I’ve updated to the new iOS my WiFi has been shit on my iPhone &amp; iPad, but everything else I have connected is fine. When I FaceTime people it just says reconnecting or disconnects...","@AppleSupport ever since I’ve updated to the new iOS my WiFi has been shit on my iPhone & iPad, but everything else I have connected is fine. When I FaceTime people it just says reconnecting or disconnects...",0.9849483473575624
1153873,@AppleSupport my phone is so slow so the new iOS update? Only on text messages though? Why is this?,This new iOS update is so cheese. Fix my phone @AppleSupport,0.3147925370631382
959397,@AppleSupport iOS 11.0.2 still not completely disconnecting on WiFi. Is this intentional? Friend has same iOS and iPhone 8 plus,@AppleSupport iOS 11.2 and iPhone 7,0.3263182775760564
1146109,Wtf. My new 4K Apple TV came with a USB cable instead of HDMI? Is this a packaging mistake @AppleSupport ?,"@AppleSupport Done. For clarification: iPhone charges with USB-A cable, not USB-C cable",0.3751851237046171
1095156,@AppleSupport And that link only had details on backing up not restoring content that iTunes deleted.,@AppleSupport what do you mean backing up ?,0.23324140156972725
959332,@AppleSupport ive sent a DM.,@AppleSupport ive sent u a dm and still waiting for answers,0.6477652360398729
754187,@AppleSupport iPhone 6S i’m signed into the AppStore aswell,@AppleSupport iPhone 6s,0.37977515508318793
1019628,@AppleSupport 11.0.3. I have the screen lock on for vertical. After reboot it stops for a few hours then goes to it again,@AppleSupport my phone has turned itself off and when I put it on charge the logo comes on for a few seconds then goes off then back on again?,0.20735814292067306
894896,@AppleSupport since ios11 sound on music is awful. Any fix?,@AppleSupport @347987 11.0.3 and the battery life is AWFUL,0.24988519113912308
874804,@AppleSupport Dmphr7xbdnqt is the serial number of model mc744ll/a,@AppleSupport @292032 which means 4 and 5 characters in the 12-digit serial number of the iPhone / iPad?,0.4048205096282776
161261,@AppleSupport Hi updated and restarted everything and still getting the same message?,@AppleSupport Updated and it’s still doing the same thing,0.24863074104802496
484470,@AppleSupport Why does my iPhone's Bluetooth turn itself on every day at 5 AM Eastern Time (my time zone)?,@AppleSupport why does my Bluetooth turn on by itself now since I updated iOS? ☹️,0.28109810032634214
746994,@AppleSupport Apple Watch series 3 Cellular.,@AppleSupport Isn’t the Apple Watch Series 3 already out,0.41885069312865275
559139,@AppleSupport I dm’d you and nobody ever responded,@AppleSupport DM,0.4415517764131215
570886,"@AppleSupport But directly telling Siri to activate a scene like „activate good-night“ works fine. I’m using Siri with the German language tho. 
But on the Apple-Discussions-Website, there is a huge ongoing thread about this issue…","And still, #Siri crashes after saying good night to her. She does not activate the good-night scene. #HomeKit @AppleSupport",0.26315949654685883
1149759,"@390561 @AppleSupport @115858 Look at my network, never seen that https://t.co/n4yrFrpr5M","@390561 @AppleSupport @115858 Look at my network, never seen that",0.9418044786434907
372889,@AppleSupport no (sorry for replying late),@AppleSupport thanks for replying. iPhone 7 iOS 11.0.1,0.4475973595081466
337030,"Is there a way to attach imgs as attachments in mac mail?

@AppleSupport",Is there a way to attach imgs as attachments in mac mail? @AppleSupport,1.0000000000000002
159565,@AppleSupport  I've noticed a steady deterioration in the battery life of my iPad Air 2 running iOS 11. It's three years old. Is there a way to run a diagnostics test to determine the battery condition?,@AppleSupport I've noticed a steady deterioration in the battery life of my iPad Air 2 running iOS 11. It's three years old. Is there a way to run a diagnostics test to determine the battery condition?,1.0000000000000007
667847,"My iPhone 7 has had horrendous battery life since upgrading to iOS 11. Upgraded to iOS 11.1.2 the other night and haven't had cell reception since. The update actually bricked my phone. Your QA is reckless, @115858 /cc @AppleSupport",@115858 cc: @AppleSupport,0.2995789405178833
215314,@AppleSupport  yo can you respond my pictures and videos got deleted and nobody  touch my phone and my website data,@AppleSupport yo can you respond my pictures and videos got deleted and nobody touch my phone and my website data,1.0
148072,@AppleSupport how do I sign out my Apple ID account without having to verify my account? I know the password to my Apple ID I just can’t verify my account because I forgot my email password I literally had this since the first iPod Touch came out. I just want to sign out,@AppleSupport My Apple ID?,0.3075784967737367
633868,Well done @115858 @AppleSupport since your update this morning I can’t play any videos... any ideas?,@AppleSupport ..Any ideas?,0.2866531363923033
240469,"@AppleSupport Thanks, I’ve updated again. It’s working for now but it did after the 11.0.1 update too, then reverted inexplicably.",@AppleSupport It’s working fine for now. Thanks y’all! :),0.2590429670713429
4897,@AppleSupport AFTER I️ updated my phone.,@AppleSupport *after,0.5410662977787328
326448,"@AppleSupport desde la ultima segunda actualización mi iphone6 va fatal y se bebe la batería, es normal???",@AppleSupport @115858 @4564 Ultima actualizacion de iOS es perversamente perjudicial para mi equipo. Se devora la batería,0.3682169967278939
